,PUF_ID,Age Group,Education (Highest Degree),Race/Ethnicity,Gender,Household Income,Household Size,Federal Poverty Level,Census Region,Census Division,I could handle a major unexpected expense.,I am just getting by financially,I struggle to understand financial information,How would you assess your overall financial knowledge?,I follow-through on financial goals I set for myself.,I set financial goals for what I want to achieve with my money,I consult my budget to see how much money I have left,Stayed within your budget or spending plan,Paid all your bills on time,Paid off credit card balance in full,Putting money into savings is a habit for me,A Retirement Savings Account,A Non-Retirement Savings Account,How much money do you have in savings today?,Which one of the following best describes your housing situation?,About how much do you pay for your home each month?,What do you owe on your home?,Student/Education Loan (for yourself or someone else),Used payday loan or cash advance loan,Used pawn loan or auto title loan,Financial Well-Being Scale score,Financial Skill Scale score
4687,10862,45-54,High school degree/GED,Hispanic,Male,"$20,000 to $29,999",5+,<100% FPL,West,Mountain,Very little,Somewhat,Sometimes,4,2,3,4,3,4,1,4,0,0,3,2,4,-2,0,0,0,50,38
4688,8882,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$20,000 to $29,999",1,200%+ FPL,West,Pacific,Somewhat,Very well,Sometimes,5,4,4,5,4,5,4,6,1,1,4,2,3,-2,0,0,0,39,39
4689,12136,75+,Less than high school,"White, Non-Hispanic",Female,"$30,000 to $39,999",2,200%+ FPL,South,South Atlantic,Very well,Not at all,Sometimes,3,4,4,4,4,5,5,3,0,1,6,1,1,1,0,0,0,70,43
4690,8883,35-44,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",3,200%+ FPL,Northeast,Mid-Atlantic,Completely,Not at all,Sometimes,5,5,4,4,4,5,5,6,1,1,7,1,6,3,0,0,0,71,65
4691,9121,45-54,Bachelors degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",1,200%+ FPL,Midwest,East-North Central,Completely,Not at all,Rarely,6,4,4,2,5,4,5,6,1,1,99,1,5,2,0,0,0,86,65
4692,7945,62-69,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,South,South Atlantic,Very well,Very little,Rarely,6,3,4,3,4,5,5,5,1,1,6,1,5,3,0,0,0,67,55
4693,11461,18-24,Some college/Associate,"White, Non-Hispanic",Female,"$150,000 or more",4,200%+ FPL,Northeast,Mid-Atlantic,Not at all,Not at all,Never,3,3,3,5,3,1,1,4,7,7,99,3,7,-2,0,0,0,28,56
4694,12216,70-74,High school degree/GED,"White, Non-Hispanic",Male,"$75,000 to $99,999",1,200%+ FPL,Midwest,East-North Central,Somewhat,Completely,Sometimes,4,4,4,3,5,5,5,6,0,0,5,1,5,2,0,0,0,66,47
4695,8660,25-34,Bachelors degree,"White, Non-Hispanic",Male,"$60,000 to $74,999",2,200%+ FPL,Midwest,East-North Central,Somewhat,Very little,Rarely,6,4,5,5,4,4,1,6,1,1,5,2,7,-2,0,0,0,60,77
4696,9854,55-61,Some college/Associate,"White, Non-Hispanic",Male,"$75,000 to $99,999",1,200%+ FPL,Northeast,Mid-Atlantic,Very well,Not at all,Rarely,5,4,4,5,4,5,5,5,1,1,6,1,1,1,0,0,0,64,63
4697,8085,35-44,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",3,200%+ FPL,South,West-South Central,Completely,Very little,Rarely,6,4,5,4,4,5,5,6,1,1,6,1,7,3,0,0,0,62,56
4698,13709,55-61,Less than high school,"Black, Non-Hispanic",Female,"Less than $20,000",1,<100% FPL,South,South Atlantic,Not at all,Completely,Never,5,3,4,5,5,3,1,5,7,7,1,2,4,-2,0,0,1,34,38
4699,12887,70-74,Some college/Associate,"White, Non-Hispanic",Female,"$150,000 or more",2,200%+ FPL,West,Pacific,Somewhat,Not at all,Sometimes,4,3,3,3,4,4,3,5,0,1,7,1,7,98,0,0,0,70,49
4700,11592,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$150,000 or more",2,200%+ FPL,Northeast,Mid-Atlantic,Very well,Somewhat,Sometimes,5,3,3,2,2,5,2,4,1,0,6,1,5,2,1,0,0,53,42
4701,13976,75+,Some college/Associate,"White, Non-Hispanic",Female,"$30,000 to $39,999",2,200%+ FPL,South,South Atlantic,Very little,Somewhat,Rarely,4,4,1,1,3,5,1,2,0,0,99,1,5,1,0,0,0,52,44
4702,11189,62-69,Some college/Associate,"White, Non-Hispanic",Female,"$100,000 to $149,999",2,200%+ FPL,West,Pacific,Very little,Completely,Sometimes,5,4,4,3,3,5,4,3,1,1,5,1,5,3,0,0,0,43,47
4703,12888,62-69,High school degree/GED,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,South,West-South Central,Somewhat,Very little,Sometimes,4,3,4,4,4,4,4,5,0,1,6,1,1,1,0,0,0,60,36
4704,10294,45-54,Graduate/professional degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",1,200%+ FPL,West,Pacific,Very well,Not at all,Rarely,6,4,5,3,5,5,1,6,0,0,5,1,4,3,0,0,0,79,69
4705,11695,75+,High school degree/GED,"White, Non-Hispanic",Female,"$50,000 to $59,999",2,200%+ FPL,West,Mountain,Very well,Very little,Often,4,3,4,4,4,5,5,6,-1,1,7,1,1,1,0,0,0,71,34
4706,12402,70-74,Some college/Associate,"White, Non-Hispanic",Female,"$50,000 to $59,999",2,200%+ FPL,Northeast,New England,Very well,Very little,Sometimes,5,4,4,3,5,5,5,4,7,7,6,2,5,-2,0,0,0,61,53
4707,11312,55-61,Some college/Associate,"White, Non-Hispanic",Male,"$50,000 to $59,999",2,200%+ FPL,West,Pacific,Somewhat,Very little,Sometimes,5,4,4,4,4,5,3,6,7,1,6,1,3,1,0,0,0,56,58
4708,13978,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$30,000 to $39,999",1,200%+ FPL,Midwest,West-North Central,Not at all,Very little,Sometimes,5,3,2,4,3,5,1,5,1,1,2,1,2,1,0,0,0,42,40
4709,13684,70-74,High school degree/GED,"Black, Non-Hispanic",Female,"Less than $20,000",2,<100% FPL,South,South Atlantic,Not at all,Very little,Sometimes,5,3,3,3,3,5,1,1,7,7,2,2,3,-2,0,1,0,50,43
4710,7946,25-34,Bachelors degree,Hispanic,Male,"$75,000 to $99,999",4,200%+ FPL,South,West-South Central,Very well,Very little,Sometimes,4,4,4,5,5,5,1,5,1,1,4,2,4,-2,1,0,0,58,49
4711,12500,45-54,Some college/Associate,"White, Non-Hispanic",Female,"$100,000 to $149,999",2,200%+ FPL,South,East-South Central,Not at all,Very little,Rarely,4,3,2,4,3,3,1,1,0,0,2,3,6,-2,0,0,0,34,46
4712,11799,35-44,High school degree/GED,"White, Non-Hispanic",Male,"$30,000 to $39,999",3,100%-199% FPL,Northeast,Mid-Atlantic,Very little,Very little,Rarely,5,1,5,5,5,5,5,1,7,7,4,3,99,-2,0,0,0,42,39
4713,13354,45-54,Less than high school,Hispanic,Female,"Less than $20,000",3,<100% FPL,West,Pacific,Somewhat,Very well,Rarely,6,3,4,4,3,4,2,4,1,0,99,2,4,-2,0,0,0,49,43
4714,8086,55-61,High school degree/GED,"White, Non-Hispanic",Female,"$40,000 to $49,999",3,200%+ FPL,Midwest,East-North Central,Not at all,Completely,Sometimes,5,2,4,4,2,2,2,2,7,7,3,2,4,-2,0,1,0,33,43
4715,13433,25-34,High school degree/GED,Hispanic,Male,"$40,000 to $49,999",2,200%+ FPL,Northeast,Mid-Atlantic,Not at all,Somewhat,Sometimes,3,3,3,4,3,4,2,6,7,7,3,2,5,-2,0,0,0,45,42
4716,10066,25-34,Some college/Associate,"White, Non-Hispanic",Female,"$100,000 to $149,999",3,200%+ FPL,Midwest,West-North Central,Very little,Completely,Always,1 - Very low,2,3,3,1,4,1,2,1,1,2,1,5,2,1,0,0,36,17
4717,8087,55-61,High school degree/GED,"White, Non-Hispanic",Female,"$100,000 to $149,999",2,200%+ FPL,Midwest,West-North Central,Very well,Very little,Rarely,5,4,4,4,4,5,4,4,1,1,5,1,4,1,0,0,0,61,50
4718,13905,75+,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",2,200%+ FPL,Northeast,Mid-Atlantic,Very well,Not at all,Sometimes,6,4,3,3,1,5,5,6,0,0,99,1,98,1,0,0,0,81,66
4719,11899,55-61,High school degree/GED,Hispanic,Male,"$100,000 to $149,999",2,200%+ FPL,South,East-South Central,Very well,Very little,Sometimes,5,5,4,4,4,5,5,6,1,1,5,1,5,2,0,0,0,62,54
4720,13668,55-61,High school degree/GED,"White, Non-Hispanic",Female,"$20,000 to $29,999",2,100%-199% FPL,Midwest,East-North Central,Very little,Completely,Sometimes,4,2,2,1,2,5,1,2,0,0,3,1,1,1,0,0,0,42,25
4721,9363,18-24,Some college/Associate,"White, Non-Hispanic",Male,"$150,000 or more",4,200%+ FPL,South,West-South Central,Very little,Somewhat,Rarely,5,4,4,3,4,5,1,5,1,1,4,3,3,-2,1,0,0,61,51
4722,8661,18-24,Bachelors degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,South,South Atlantic,Completely,Very well,Never,7 - Very high,5,4,4,5,5,5,6,1,1,99,1,4,2,0,0,0,64,66
4723,13093,35-44,High school degree/GED,Hispanic,Male,"$75,000 to $99,999",1,200%+ FPL,West,Pacific,Completely,Not at all,Never,6,5,4,4,5,5,5,5,0,0,6,1,5,3,0,0,0,78,85
4724,11800,45-54,Bachelors degree,Hispanic,Male,"$100,000 to $149,999",2,200%+ FPL,South,West-South Central,Completely,Not at all,Rarely,6,5,3,4,4,5,5,5,1,1,7,2,6,-2,0,0,0,68,62
4725,14024,55-61,Some college/Associate,"White, Non-Hispanic",Female,"$100,000 to $149,999",3,200%+ FPL,South,West-South Central,Very well,Not at all,Never,5,4,4,4,5,5,5,6,1,7,99,1,1,1,0,0,0,77,62
4726,11593,25-34,Some college/Associate,"White, Non-Hispanic",Female,"$100,000 to $149,999",5+,200%+ FPL,Midwest,West-North Central,Very little,Very little,Sometimes,3,3,4,5,4,4,4,4,7,1,3,2,7,-2,1,0,0,57,55
4727,9621,55-61,Graduate/professional degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",3,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Somewhat,Rarely,6,3,4,2,3,5,2,5,1,0,6,1,6,2,1,0,0,54,58
4728,13817,45-54,Less than high school,Hispanic,Female,"Less than $20,000",3,<100% FPL,South,West-South Central,Not at all,Not at all,Always,1 - Very low,3,1,1,5,3,1,1,7,7,1,1,98,99,0,0,0,44,44
4729,13324,45-54,Some college/Associate,"Black, Non-Hispanic",Female,"$50,000 to $59,999",1,200%+ FPL,Midwest,East-North Central,Very well,Not at all,Rarely,5,5,3,3,4,5,2,2,0,0,99,1,99,99,0,0,0,69,50
4730,8662,35-44,Some college/Associate,"Other, Non-Hispanic",Male,"$75,000 to $99,999",1,200%+ FPL,South,South Atlantic,Not at all,Somewhat,Sometimes,5,3,3,4,3,4,2,3,0,1,2,2,5,-2,1,0,0,50,36
4731,11032,75+,Graduate/professional degree,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,West,Mountain,Somewhat,Very well,Sometimes,4,4,5,4,4,5,5,6,1,7,99,1,98,1,0,0,0,51,53
4732,8088,35-44,Bachelors degree,"White, Non-Hispanic",Male,"$150,000 or more",4,200%+ FPL,West,Mountain,Very well,Very little,Rarely,5,4,4,3,5,5,5,6,1,1,7,1,6,3,0,0,0,63,58
4733,12586,25-34,Bachelors degree,"Black, Non-Hispanic",Male,"$60,000 to $74,999",3,200%+ FPL,West,Pacific,Somewhat,Very little,Never,5,5,4,3,3,4,3,3,0,0,5,2,5,-2,1,0,0,59,61
4734,11033,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$60,000 to $74,999",3,200%+ FPL,South,West-South Central,Very little,Somewhat,Sometimes,5,3,3,4,4,4,2,5,1,0,3,1,4,2,0,0,0,54,43
4735,13319,75+,High school degree/GED,"Black, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,Northeast,Mid-Atlantic,Very well,Very well,Sometimes,5,3,4,3,3,5,2,4,7,7,5,1,98,99,0,0,0,65,51
4736,13734,35-44,Some college/Associate,"White, Non-Hispanic",Male,"$75,000 to $99,999",5+,200%+ FPL,Midwest,East-North Central,Somewhat,Somewhat,Sometimes,5,4,4,4,4,4,4,5,7,0,5,1,3,2,0,0,0,51,51
4737,9364,45-54,Some college/Associate,"Black, Non-Hispanic",Female,"$150,000 or more",3,200%+ FPL,West,Pacific,Somewhat,Not at all,Sometimes,5,5,4,4,5,5,5,6,1,1,7,1,7,3,0,0,0,70,45
4738,10067,55-61,Bachelors degree,"White, Non-Hispanic",Female,"$60,000 to $74,999",2,200%+ FPL,South,West-South Central,Very well,Very well,Sometimes,5,4,4,2,5,5,5,5,7,7,99,1,1,1,0,0,0,67,64
4739,7947,35-44,High school degree/GED,"White, Non-Hispanic",Female,"$100,000 to $149,999",5+,200%+ FPL,South,South Atlantic,Very little,Completely,Sometimes,3,3,3,4,3,3,1,4,7,7,6,2,5,-2,0,0,0,32,50
4740,9365,45-54,Bachelors degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",5+,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Somewhat,Sometimes,5,3,3,4,4,5,5,6,1,1,5,1,3,1,0,0,0,67,46
4741,8253,18-24,Some college/Associate,"White, Non-Hispanic",Male,"$50,000 to $59,999",3,200%+ FPL,West,Mountain,Somewhat,Very little,Sometimes,4,3,3,4,1,1,1,5,7,0,4,3,98,-2,0,0,0,63,37
4742,9122,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$60,000 to $74,999",4,200%+ FPL,Northeast,New England,Somewhat,Somewhat,Rarely,6,3,2,2,2,3,3,2,0,0,4,1,7,2,0,0,0,52,38
4743,10863,25-34,Bachelors degree,"Other, Non-Hispanic",Male,"$75,000 to $99,999",4,200%+ FPL,Midwest,East-North Central,Completely,Very little,Never,7 - Very high,5,5,5,5,5,5,6,1,1,99,3,6,-2,0,0,0,78,85
4744,7354,25-34,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",3,200%+ FPL,Midwest,East-North Central,Very little,Somewhat,Sometimes,5,3,4,4,4,4,3,2,0,0,3,3,2,-2,0,0,0,47,45
4745,11313,25-34,Some college/Associate,"White, Non-Hispanic",Male,"$30,000 to $39,999",3,100%-199% FPL,West,Mountain,Not at all,Completely,Never,6,5,4,4,2,5,1,2,1,1,3,2,4,-2,0,0,0,32,40
4746,11034,62-69,Some college/Associate,"White, Non-Hispanic",Female,"$150,000 or more",3,200%+ FPL,West,Mountain,Not at all,Somewhat,Often,4,3,4,4,3,4,4,6,1,1,4,1,5,3,0,0,0,50,38
4747,13197,45-54,Some college/Associate,"Black, Non-Hispanic",Male,"$40,000 to $49,999",3,200%+ FPL,South,South Atlantic,Somewhat,Somewhat,Sometimes,5,3,4,4,2,3,4,5,1,7,4,1,6,98,0,0,0,51,46
4748,11696,75+,Some college/Associate,"Black, Non-Hispanic",Female,"$50,000 to $59,999",2,200%+ FPL,West,Pacific,Very little,Somewhat,Sometimes,3,3,4,4,4,4,2,3,7,0,99,2,4,-2,0,1,0,46,42
4749,13209,70-74,Some college/Associate,"White, Non-Hispanic",Male,"$150,000 or more",1,200%+ FPL,South,West-South Central,Very well,Very little,Rarely,6,4,4,3,5,5,5,6,1,1,99,3,2,-2,0,0,0,72,49
4750,8663,35-44,High school degree/GED,"White, Non-Hispanic",Male,"$75,000 to $99,999",4,200%+ FPL,West,Mountain,Very little,Completely,Always,2,3,2,2,4,5,1,4,7,7,3,2,3,-2,0,0,0,44,30
4751,13895,25-34,High school degree/GED,Hispanic,Female,"Less than $20,000",4,<100% FPL,West,Pacific,Somewhat,Somewhat,Often,3,3,2,3,4,5,5,3,7,1,3,2,3,-2,0,0,0,41,43
4752,12800,45-54,High school degree/GED,"White, Non-Hispanic",Female,"$100,000 to $149,999",3,200%+ FPL,Northeast,Mid-Atlantic,Not at all,Completely,Sometimes,5,2,1,3,3,4,1,1,7,7,2,1,5,2,1,0,0,30,39
4753,12501,75+,High school degree/GED,"White, Non-Hispanic",Female,"$50,000 to $59,999",2,200%+ FPL,West,Pacific,Somewhat,Somewhat,Always,5,3,5,5,5,5,5,4,1,1,4,1,99,99,0,0,0,70,46
4754,11986,75+,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,West,Pacific,Very well,Very little,Rarely,6,3,3,3,4,4,4,4,0,0,5,1,1,1,0,0,0,61,48
4755,10503,35-44,High school degree/GED,"White, Non-Hispanic",Male,"$20,000 to $29,999",2,100%-199% FPL,Midwest,East-North Central,Very little,Very well,Sometimes,5,4,4,4,5,5,5,4,1,7,4,1,1,1,0,0,0,58,55
4756,7511,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$40,000 to $49,999",1,200%+ FPL,West,Mountain,Somewhat,Very well,Sometimes,6,4,4,4,4,4,4,5,1,1,3,2,3,-2,1,0,0,42,54
4757,8466,25-34,Bachelors degree,"White, Non-Hispanic",Female,"$60,000 to $74,999",2,200%+ FPL,Northeast,New England,Somewhat,Very little,Often,4,4,4,4,4,4,2,5,1,1,3,2,3,-2,1,0,0,54,46
4758,10068,75+,Less than high school,"Other, Non-Hispanic",Female,"Less than $20,000",5+,<100% FPL,South,South Atlantic,Not at all,Somewhat,Often,4,3,3,3,3,4,1,2,7,7,1,2,2,-2,0,0,0,44,47
4759,9856,62-69,High school degree/GED,"White, Non-Hispanic",Male,"Less than $20,000",1,<100% FPL,West,Mountain,Completely,Very little,Sometimes,5,5,4,4,5,5,5,6,1,1,99,1,99,99,0,0,0,67,55
4760,10690,70-74,High school degree/GED,"Black, Non-Hispanic",Female,"$60,000 to $74,999",2,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Very little,Sometimes,4,4,4,4,4,3,3,5,0,1,4,1,2,2,0,0,0,69,47
4761,13981,45-54,High school degree/GED,Hispanic,Female,"$30,000 to $39,999",3,100%-199% FPL,South,South Atlantic,Very little,Completely,Sometimes,5,3,4,5,5,5,2,5,7,7,4,2,4,-2,0,0,0,32,66
4762,11190,25-34,Less than high school,"White, Non-Hispanic",Male,"$60,000 to $74,999",2,200%+ FPL,Midwest,East-North Central,Completely,Very well,Rarely,5,4,5,5,5,5,1,6,0,0,5,3,99,-2,0,0,0,62,57
4763,8254,35-44,Graduate/professional degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",5+,200%+ FPL,South,South Atlantic,Somewhat,Very little,Rarely,6,3,4,4,4,5,4,5,1,1,4,1,6,3,0,0,0,58,53
4764,8664,25-34,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",2,200%+ FPL,West,Pacific,Somewhat,Not at all,Rarely,6,4,5,5,4,5,1,4,1,0,5,1,7,3,1,0,0,61,54
4765,9857,25-34,Some college/Associate,"White, Non-Hispanic",Male,"Less than $20,000",2,100%-199% FPL,South,South Atlantic,Very little,Completely,Sometimes,4,3,3,3,3,4,2,3,7,1,3,2,3,-2,1,1,0,29,41
4766,11697,45-54,Graduate/professional degree,"White, Non-Hispanic",Female,"$150,000 or more",3,200%+ FPL,South,South Atlantic,Somewhat,Somewhat,Sometimes,5,4,3,4,4,4,4,6,0,1,5,1,1,1,0,0,0,53,48
4767,13134,25-34,Bachelors degree,"Other, Non-Hispanic",Female,"$150,000 or more",3,200%+ FPL,West,Pacific,Very well,Somewhat,Rarely,5,4,3,3,3,3,3,4,1,0,99,3,1,-2,1,0,0,51,58
4768,11035,25-34,Bachelors degree,"Other, Non-Hispanic",Male,"$150,000 or more",4,200%+ FPL,South,South Atlantic,Completely,Very little,Sometimes,3,4,5,2,4,5,5,6,7,0,7,1,7,3,0,0,0,57,53
4769,7258,25-34,Some college/Associate,"White, Non-Hispanic",Female,"Less than $20,000",4,<100% FPL,West,Mountain,Completely,Completely,Rarely,5,2,1,1,1,1,1,1,7,7,2,2,7,-2,0,0,0,35,35
4770,7355,25-34,High school degree/GED,"White, Non-Hispanic",Female,"Less than $20,000",2,<100% FPL,Northeast,Mid-Atlantic,Somewhat,Somewhat,Sometimes,4,3,3,3,1,1,1,3,7,7,1,-1,1,-2,0,0,0,49,42
4771,13409,75+,Some college/Associate,"White, Non-Hispanic",Male,"$30,000 to $39,999",2,200%+ FPL,West,Mountain,Very little,Somewhat,Never,6,4,2,3,1,3,1,3,7,1,3,2,4,-2,0,0,0,53,62
4772,9858,35-44,Some college/Associate,"Other, Non-Hispanic",Female,"$50,000 to $59,999",2,200%+ FPL,West,Pacific,Somewhat,Very well,Sometimes,4,3,4,4,3,5,5,5,0,0,5,2,4,-2,0,0,0,49,36
4773,12217,75+,Less than high school,"Black, Non-Hispanic",Female,"$20,000 to $29,999",1,100%-199% FPL,Northeast,Mid-Atlantic,Not at all,Completely,Always,2,1,1,1,1,2,1,1,7,0,1,1,99,1,0,0,0,37,30
4774,13890,25-34,Graduate/professional degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",1,200%+ FPL,South,South Atlantic,Very well,Very little,Sometimes,5,3,4,2,4,5,5,5,7,1,7,2,5,-2,0,0,0,65,40
4775,11314,62-69,High school degree/GED,"White, Non-Hispanic",Female,"$60,000 to $74,999",2,200%+ FPL,Midwest,West-North Central,Very well,Very well,Sometimes,4,3,4,3,2,4,1,4,1,1,4,1,4,2,0,0,0,48,45
4776,10069,55-61,Some college/Associate,Hispanic,Female,"$100,000 to $149,999",1,200%+ FPL,Northeast,New England,Not at all,Very well,Never,4,3,3,4,3,5,5,5,0,0,2,1,6,3,0,0,0,62,56
4777,8467,45-54,Some college/Associate,"Other, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,West,Pacific,Somewhat,Somewhat,Sometimes,4,3,3,3,4,4,3,5,7,7,4,2,98,-2,0,0,0,49,45
4778,13887,35-44,High school degree/GED,"White, Non-Hispanic",Female,"$30,000 to $39,999",3,100%-199% FPL,Midwest,East-North Central,Very little,Somewhat,Always,3,3,3,3,2,3,2,3,7,7,3,1,3,98,0,0,0,49,27
4779,9622,55-61,High school degree/GED,"White, Non-Hispanic",Female,"$20,000 to $29,999",2,100%-199% FPL,South,West-South Central,Somewhat,Somewhat,Sometimes,3,3,3,3,1,4,1,3,7,7,99,2,4,-2,0,0,0,53,43
4780,10070,35-44,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",2,200%+ FPL,Northeast,New England,Completely,Very little,Rarely,6,4,4,5,4,5,5,6,1,1,6,1,6,3,1,0,0,57,53
4781,11987,45-54,Graduate/professional degree,"Black, Non-Hispanic",Female,"$20,000 to $29,999",1,200%+ FPL,West,Pacific,Not at all,Not at all,Sometimes,7 - Very high,3,3,4,1,2,2,2,1,1,3,1,3,2,1,0,0,50,49
4782,9623,45-54,High school degree/GED,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,West,Mountain,Somewhat,Somewhat,Sometimes,4,3,3,4,5,5,3,5,1,1,4,1,5,2,0,0,0,53,39
4783,10071,45-54,Bachelors degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",4,200%+ FPL,West,Pacific,Somewhat,Very little,Sometimes,4,3,4,4,4,4,1,4,7,1,5,1,5,2,0,0,0,59,49
4784,10295,55-61,High school degree/GED,"White, Non-Hispanic",Female,"$60,000 to $74,999",1,200%+ FPL,South,South Atlantic,Completely,Not at all,Sometimes,5,5,5,5,5,5,5,6,1,1,7,1,4,2,0,0,0,75,64
4785,13694,62-69,High school degree/GED,"White, Non-Hispanic",Male,"$30,000 to $39,999",2,200%+ FPL,South,South Atlantic,Somewhat,Somewhat,Rarely,6,4,5,5,4,5,5,5,0,1,99,1,99,1,0,0,0,56,71
4786,8885,45-54,Bachelors degree,"Other, Non-Hispanic",Female,"$150,000 or more",5+,200%+ FPL,South,South Atlantic,Very little,Very well,Sometimes,3,2,2,4,3,4,5,4,1,1,99,1,7,3,0,0,0,40,39
4787,11462,25-34,Some college/Associate,Hispanic,Female,"$40,000 to $49,999",2,200%+ FPL,South,South Atlantic,Not at all,Very well,Rarely,5,4,5,5,4,5,2,2,7,7,3,2,99,-2,0,0,0,54,45
4788,9366,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$75,000 to $99,999",5+,200%+ FPL,West,Mountain,Somewhat,Somewhat,Rarely,5,3,4,4,2,5,1,5,1,1,4,1,5,2,0,0,0,46,40
4789,9624,45-54,High school degree/GED,"White, Non-Hispanic",Female,"$30,000 to $39,999",2,200%+ FPL,Northeast,Mid-Atlantic,Very well,Not at all,Often,4,3,3,4,5,5,5,6,0,1,5,1,1,1,0,0,0,67,49
4790,10072,62-69,High school degree/GED,"White, Non-Hispanic",Male,"$20,000 to $29,999",2,100%-199% FPL,Northeast,Mid-Atlantic,Somewhat,Somewhat,Rarely,4,3,4,4,4,5,4,5,7,1,3,1,1,1,0,0,0,52,48
4791,9859,62-69,High school degree/GED,"White, Non-Hispanic",Male,"$40,000 to $49,999",3,200%+ FPL,South,South Atlantic,Somewhat,Somewhat,Sometimes,5,3,3,2,2,4,3,2,1,0,4,1,1,1,0,0,0,55,43
4792,7186,35-44,Graduate/professional degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",5+,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Somewhat,Sometimes,4,3,4,2,1,3,2,3,0,0,3,3,2,-2,0,0,0,48,44
4793,7823,55-61,Some college/Associate,"White, Non-Hispanic",Female,"$150,000 or more",1,200%+ FPL,South,West-South Central,Somewhat,Very well,Sometimes,5,3,4,5,5,5,5,6,1,0,4,1,6,2,1,0,0,63,46
4794,8665,35-44,High school degree/GED,"White, Non-Hispanic",Female,"$20,000 to $29,999",2,100%-199% FPL,Northeast,Mid-Atlantic,Somewhat,Completely,Sometimes,3,3,3,5,2,5,4,1,7,0,2,1,1,1,0,0,0,50,40
4795,11594,70-74,Bachelors degree,"White, Non-Hispanic",Female,"$60,000 to $74,999",2,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Somewhat,Sometimes,5,3,4,4,4,4,5,4,7,7,6,1,3,2,0,0,0,51,43
4796,12278,35-44,Some college/Associate,"White, Non-Hispanic",Male,"$50,000 to $59,999",1,200%+ FPL,West,Pacific,Somewhat,Very well,Sometimes,6,4,3,4,5,5,2,4,0,0,3,2,6,-2,0,0,0,46,53
4797,12502,18-24,Some college/Associate,"Black, Non-Hispanic",Male,"Less than $20,000",1,100%-199% FPL,West,Mountain,Not at all,Somewhat,Never,5,3,5,5,4,4,1,1,7,7,1,2,3,-2,0,0,0,52,59
4798,12137,75+,Some college/Associate,"White, Non-Hispanic",Male,"$60,000 to $74,999",4,200%+ FPL,Northeast,Mid-Atlantic,Very well,Somewhat,Sometimes,6,4,4,4,4,4,4,5,0,0,5,1,7,3,0,0,0,58,49
4799,9367,62-69,Bachelors degree,"White, Non-Hispanic",Male,"$150,000 or more",2,200%+ FPL,Northeast,Mid-Atlantic,Completely,Not at all,Rarely,6,5,5,5,5,5,4,6,1,1,7,1,4,1,0,0,0,79,66
4800,7949,45-54,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",4,200%+ FPL,Midwest,East-North Central,Somewhat,Very little,Rarely,5,3,4,4,4,5,5,6,1,1,5,1,7,3,0,0,0,62,46
4801,12889,75+,High school degree/GED,"White, Non-Hispanic",Female,"Less than $20,000",2,<100% FPL,Midwest,East-North Central,Not at all,Completely,Often,4,3,4,4,5,5,5,6,0,0,99,1,1,1,0,0,0,48,49
4802,8255,18-24,Bachelors degree,"White, Non-Hispanic",Female,"$60,000 to $74,999",3,200%+ FPL,West,Mountain,Somewhat,Somewhat,Sometimes,4,3,4,4,3,4,3,4,0,0,4,2,3,-2,1,0,0,49,42
